start_ts	endpoint	request_body	request_headers
2021-03-03 20:06:52.189229-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-03 20:12:11.079128-08	/inventory	"{""retry_count"":0,""time"":1614831098,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000023500116127930280292"",""000081750116112376090971"",""000091730116025015570086"",""000081750116112376090821"",""000089890116003507590144"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000075390116043131790938"",""000027840116116652220832"",""000047140116061254400059"",""000115720116123538480200"",""000104480116021690620614"",""000092310116055198880023"",""000101920116037086490195"",""000065750116135574190943"",""000065690116031165630376"",""000065750116135574190911"",""000040610116082000540111"",""000080960116107226410201"",""000038160115731989040056"",""000101900116142037770987"",""000042070116111428890452"",""000038160115731989040469"",""000065750116135574190944"",""000065750116135574190945"",""000091430116010405600003"",""000067800116016346810965"",""000038150115623092090942"",""000093680116031054880410"",""000038150115693877781672"",""000092310116127898590920"",""000101760116024989600470""]}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '1852', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-03 20:11:52.242579-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:12:39.740794-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":837276610,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":2,""read_avg"":1.8,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":1.78,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614831127,""kit_temperature"":0,""rfid_0"":4376,""happy_hour"":0,""rfid_1"":3990,""power"":0,""app_uptime"":829852416,""rfid_2"":3960,""rfid_3"":3969,""rfid_4"":3406,""rfid_5"":3457,""rfid_6"":3415,""rfid_7"":3428}"	{'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'Content-Length': '717'}
2021-03-03 20:16:52.290153-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4'}
2021-03-03 20:21:52.24994-08	/products_and_promotions		{'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:22:39.840757-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":837876639,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":4,""read_avg"":1.57,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":1.71,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614831727,""kit_temperature"":0,""rfid_0"":4396,""happy_hour"":0,""rfid_1"":3970,""power"":0,""app_uptime"":830452445,""rfid_2"":3989,""rfid_3"":3949,""rfid_4"":3415,""rfid_5"":3423,""rfid_6"":3408,""rfid_7"":3422}"	{'Content-Length': '719', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-03 20:26:52.304644-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-03 20:31:52.296051-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-03 20:32:39.831988-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":838476668,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":3,""read_avg"":1.16,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":1.19,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614832327,""kit_temperature"":0,""rfid_0"":4362,""happy_hour"":0,""rfid_1"":3962,""power"":0,""app_uptime"":831052474,""rfid_2"":3966,""rfid_3"":4005,""rfid_4"":3420,""rfid_5"":3423,""rfid_6"":3454,""rfid_7"":3438}"	{'Content-Length': '718', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-03 20:36:52.33014-08	/products_and_promotions		{'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:41:52.339618-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:42:11.182883-08	/inventory	"{""retry_count"":0,""time"":1614832898,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000023500116127930280292"",""000081750116112376090971"",""000091730116025015570086"",""000081750116112376090821"",""000089890116003507590144"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000075390116043131790938"",""000027840116116652220832"",""000047140116061254400059"",""000115720116123538480200"",""000104480116021690620614"",""000092310116055198880023"",""000101920116037086490195"",""000065750116135574190943"",""000065690116031165630376"",""000065750116135574190911"",""000040610116082000540111"",""000080960116107226410201"",""000038160115731989040056"",""000101900116142037770987"",""000042070116111428890452"",""000038160115731989040469"",""000065750116135574190944"",""000065750116135574190945"",""000091430116010405600003"",""000067800116016346810965"",""000038150115623092090942"",""000093680116031054880410"",""000038150115693877781672"",""000092310116127898590920"",""000101760116024989600470""]}"	{'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '1852', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:42:39.925594-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":839076695,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":5,""read_avg"":1.07,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":0.91,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614832927,""kit_temperature"":0,""rfid_0"":4430,""happy_hour"":0,""rfid_1"":3975,""power"":0,""app_uptime"":831652501,""rfid_2"":3952,""rfid_3"":3918,""rfid_4"":3403,""rfid_5"":3423,""rfid_6"":3423,""rfid_7"":3422}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '719', 'Connection': 'Keep-Alive'}
2021-03-03 20:46:52.362162-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-03 20:51:52.352712-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 20:52:39.979849-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":839676735,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":3,""read_avg"":0.39,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":0.64,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614833527,""kit_temperature"":0,""rfid_0"":4366,""happy_hour"":0,""rfid_1"":3988,""power"":0,""app_uptime"":832252541,""rfid_2"":3971,""rfid_3"":4000,""rfid_4"":3404,""rfid_5"":3438,""rfid_6"":3401,""rfid_7"":3441}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '719'}
2021-03-03 20:56:52.420226-08	/products_and_promotions		{'Connection': 'Keep-Alive', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-03 21:02:40.036169-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":840276765,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":4,""read_avg"":0.36,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":0.46,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614834127,""kit_temperature"":0,""rfid_0"":4421,""happy_hour"":0,""rfid_1"":3966,""power"":0,""app_uptime"":832852571,""rfid_2"":3963,""rfid_3"":3950,""rfid_4"":3442,""rfid_5"":3405,""rfid_6"":3401,""rfid_7"":3431}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '718', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-03 21:01:52.435221-08	/products_and_promotions		{'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 21:06:52.438093-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 21:12:40.066523-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":840876793,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":2,""read_avg"":0.6,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":0.3,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614834727,""kit_temperature"":0,""rfid_0"":4350,""happy_hour"":0,""rfid_1"":3998,""power"":0,""app_uptime"":833452599,""rfid_2"":4005,""rfid_3"":3964,""rfid_4"":3407,""rfid_5"":3450,""rfid_6"":3404,""rfid_7"":3432}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Length': '717', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 21:11:52.446606-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-03 21:12:11.2861-08	/inventory	"{""retry_count"":0,""time"":1614834698,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000023500116127930280292"",""000081750116112376090971"",""000091730116025015570086"",""000081750116112376090821"",""000089890116003507590144"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000075390116043131790938"",""000027840116116652220832"",""000047140116061254400059"",""000115720116123538480200"",""000104480116021690620614"",""000092310116055198880023"",""000101920116037086490195"",""000065750116135574190943"",""000065690116031165630376"",""000065750116135574190911"",""000040610116082000540111"",""000080960116107226410201"",""000038160115731989040056"",""000101900116142037770987"",""000042070116111428890452"",""000038160115731989040469"",""000065750116135574190944"",""000065750116135574190945"",""000091430116010405600003"",""000067800116016346810965"",""000038150115623092090942"",""000093680116031054880410"",""000038150115693877781672"",""000092310116127898590920"",""000101760116024989600470""]}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '1852', 'User-Agent': 'okhttp/3.12.4'}
2021-03-03 21:16:52.423584-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'If-None-Match': 'fbd02a1a73f22dbd6e349b79bda491d946f596a4'}
2021-03-03 21:20:33.838048-08	/sync_transact	"{""order_id"":""790QPFISV"",""payment_system"":""Express"",""email"":"""",""created"":1614835183,""time_opened"":1614835185,""time_closed"":1614835195,""time_door_opened"":1614835187,""time_door_closed"":1614835195,""stamp"":4,""purchased_products"":[],""payment"":{""first_name"":"" PHUC                "",""last_name"":""TRAN"",""validate"":0,""ksn"":""9011880B29A9A600292C"",""magne_print"":""296011BC646FEF07D1AC32B99F3180BFCDBC4F9B6B100405FB33E21E60C41EE2C9DCAF19FACA46A2B6FAD1042B1BAC67DE51E073FDAB069F"",""magne_print_status"":""61403000"",""track2"":""382F97FD938DCA5DDC1A938CD670A648C7740C1A237C5905F3015AF3D6D468D57543D1A006B06E4D"",""card_pan"":""4342561858"",""card_type"":""unknown""},""time"":1614835201,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '732', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=UTF-8', 'Connection': 'Keep-Alive'}
2021-03-03 21:20:16.272646-08	/log	"{""retry_count"":0,""auth_status"":""Success"",""body"":""Card swiped %B4342560003001858^TRAN\/ PHUC                ^2110000000000000000000000000000"",""kiosk_id"":790,""time"":1614835183,""type"":""LogCardAuth""}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '195', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com'}
